"gameid","playid","period","strength","time","event","description","playersAway","playersPosAway","playersHome","playersPosAway.1"
"2013020007",46,1,"SH","10:309:30","FAC","BOS won Def. Zone - T.B #26 ST LOUIS vs BOS #23 KELLY","91 16 26 12 25 39","C R R L D G","23 21 33 55 40","C R R L D G"
"2013020007",47,1,"SH","10:399:21","SHOT","BOS ONGOAL - #21 ERIKSSON, Wrist, Off. Zone, 39 ft.","91 16 26 12 25 39","C R R L D G","23 21 33 55 40","C R R L D G"
"2013020007",48,1,"PP","11:028:58","HIT","T.B #12 MALONE HIT BOS #33 CHARA, Off. Zone","91 16 26 12 25 39","C R R L D G","37 63 33 55 40","C R R L D G"
"2013020007",49,1,"SH","11:128:48","SHOT","BOS ONGOAL - #37 BERGERON, Snap, Off. Zone, 44 ft.","91 16 26 12 25 39","C R R L D G","37 63 44 54 40","C R R L D G"
"2013020007",50,1,"PP","11:348:26","GIVE","T.B GIVEAWAY - #8 BARBERIO, Neu. Zone","17 91 26 71 8 39","C C R R D G","23 21 44 54 40","C C R R D G"
"2013020007",51,1,"PP","11:398:21","PENL","T.B #8 BARBERIO PS-Hooking on breakaway(0 min), Def. Zone Drawn By: BOS #23 KELLY","17 91 26 71 8 39","C C R R D G","23 21 44 54 40","C C R R D G"
"2013020007",52,1,"SH","11:398:21","GOAL","BOS #23 KELLY(1), Penalty Shot, Backhand, Off. Zone, 9 ft.","39","G","23","G"
"2013020007",53,1,"EV","11:398:21","FAC","BOS won Neu. Zone - T.B #91 STAMKOS vs BOS #11 CAMPBELL","91 16 26 12 25 39","C R R L D G","11 18 20 33 55 40","C R R L D G"
"2013020007",54,1,"EV","12:497:11","SHOT","T.B ONGOAL - #77 HEDMAN, Slap, Off. Zone, 60 ft.","9 71 18 7 77 39","C R L D D G","46 12 17 33 55 40","C R L D D G"
"2013020007",55,1,"EV","12:497:11","FAC","BOS won Def. Zone - T.B #9 JOHNSON vs BOS #46 KREJCI","9 71 18 62 77 39","C R L D D G","46 12 17 27 44 40","C R L D D G"
"2013020007",56,1," ","12:577:03","STOP","PUCK IN BENCHES","9 71 18 62 77 39","C R L D D G","46 12 17 27 44 40","C R L D D G"
"2013020007",57,1,"EV","12:577:03","FAC","T.B won Neu. Zone - T.B #9 JOHNSON vs BOS #46 KREJCI","9 71 18 62 77 39","C R L D D G","46 12 17 27 44 40","C R L D D G"
"2013020007",58,1,"EV","13:036:57","HIT","BOS #17 LUCIC HIT T.B #62 SUSTR, Neu. Zone","9 71 18 62 77 39","C R L D D G","46 12 17 27 44 40","C R L D D G"
"2013020007",59,1," ","13:036:57","STOP","PUCK IN NETTING","9 71 18 62 77 39","C R L D D G","46 12 17 27 44 40","C R L D D G"
"2013020007",60,1,"EV","13:036:57","FAC","T.B won Neu. Zone - T.B #9 JOHNSON vs BOS #46 KREJCI","9 71 18 62 77 39","C R L D D G","46 12 17 27 44 40","C R L D D G"
"2013020007",61,1,"EV","13:176:43","TAKE","BOS TAKEAWAY - #46 KREJCI, Neu. Zone","9 71 18 62 77 39","C R L D D G","46 12 17 27 44 40","C R L D D G"
"2013020007",62,1,"EV","13:456:15","BLOCK","T.B #76 LABRIE BLOCKED BY  BOS #44 SEIDENBERG, Deflected, Def. Zone","44 71 76 2 62 39","C R L D D G","37 63 21 27 44 40","C R L D D G"
"2013020007",63,1,"EV","14:055:55","BLOCK","BOS #47 KRUG BLOCKED BY  T.B #2 BREWER, Slap, Def. Zone","44 19 76 2 8 39","C R L D D G","37 63 21 47 54 40","C R L D D G"
"2013020007",64,1," ","14:345:26","STOP","ICING","91 26 12 7 25 39","C R L D D G","23 18 38 47 54 40","C R L D D G"
"2013020007",65,1,"EV","14:345:26","FAC","BOS won Def. Zone - T.B #91 STAMKOS vs BOS #23 KELLY","91 26 12 7 25 39","C R L D D G","23 18 38 47 54 40","C R L D D G"
"2013020007",66,1,"EV","15:214:39","SHOT","T.B ONGOAL - #62 SUSTR, Wrist, Off. Zone, 47 ft.","17 51 16 62 77 39","C C R D D G","11 20 22 33 55 40","C C R D D G"
"2013020007",67,1," ","15:214:39","STOP","GOALIE STOPPED,TV TIMEOUT","17 51 16 62 77 39","C C R D D G","11 20 22 33 55 40","C C R D D G"
"2013020007",68,1,"EV","15:214:39","FAC","T.B won Off. Zone - T.B #51 FILPPULA vs BOS #17 LUCIC","17 51 16 62 77 39","C C R D D G","46 12 17 27 44 40","C C R D D G"
"2013020007",69,1," ","15:424:18","STOP","PUCK IN BENCHES","17 51 16 62 77 39","C C R D D G","46 12 17 27 44 40","C C R D D G"
"2013020007",70,1,"EV","15:424:18","FAC","T.B won Neu. Zone - T.B #9 JOHNSON vs BOS #11 CAMPBELL","9 71 18 2 8 39","C R L D D G","11 20 22 47 54 40","C R L D D G"
"2013020007",71,1,"EV","15:524:08","SHOT","T.B ONGOAL - #9 JOHNSON, Wrist, Off. Zone, 12 ft.","9 71 18 2 8 39","C R L D D G","11 20 22 47 54 40","C R L D D G"
"2013020007",72,1," ","15:524:08","STOP","GOALIE STOPPED","9 71 18 2 8 39","C R L D D G","11 20 22 47 54 40","C R L D D G"
"2013020007",73,1,"EV","15:524:08","FAC","T.B won Off. Zone - T.B #9 JOHNSON vs BOS #11 CAMPBELL","9 71 18 2 8 39","C R L D D G","11 20 22 47 54 40","C R L D D G"
"2013020007",74,1,"EV","16:583:02","MISS","T.B #91 STAMKOS, Snap, Wide of Net, Off. Zone, 40 ft.","91 26 12 7 25 39","C R L D D G","37 63 21 33 55 40","C R L D D G"
"2013020007",75,1,"EV","17:052:55","HIT","BOS #33 CHARA HIT T.B #12 MALONE, Def. Zone","91 26 12 7 25 39","C R L D D G","37 63 21 33 55 40","C R L D D G"
"2013020007",76,1,"EV","17:162:44","SHOT","BOS ONGOAL - #63 MARCHAND, Snap, Off. Zone, 33 ft.","91 26 12 7 25 39","C R L D D G","37 63 21 27 33 40","C R L D D G"
"2013020007",77,1,"EV","17:272:33","HIT","T.B #76 LABRIE HIT BOS #63 MARCHAND, Neu. Zone","44 26 76 7 25 39","C R L D D G","37 63 21 27 44 40","C R L D D G"
"2013020007",78,1,"EV","17:272:33","MISS","BOS #37 BERGERON, Wrist, Wide of Net, Off. Zone, 47 ft.","44 26 76 7 25 39","C R L D D G","37 63 21 27 44 40","C R L D D G"
"2013020007",79,1,"EV","17:392:21","BLOCK","T.B #19 CROMBEEN BLOCKED BY  BOS #44 SEIDENBERG, Wrist, Def. Zone","44 19 76 62 77 39","C R L D D G","23 18 38 27 44 40","C R L D D G"
"2013020007",80,1,"EV","17:412:19","SHOT","T.B ONGOAL - #44 THOMPSON, Snap, Off. Zone, 18 ft.","44 19 76 62 77 39","C R L D D G","23 18 38 27 44 40","C R L D D G"
"2013020007",81,1," ","17:412:19","STOP","GOALIE STOPPED","44 19 76 62 77 39","C R L D D G","23 18 38 27 44 40","C R L D D G"
"2013020007",82,1,"EV","17:412:19","FAC","BOS won Def. Zone - T.B #44 THOMPSON vs BOS #11 CAMPBELL","44 19 76 62 77 39","C R L D D G","11 20 22 47 54 40","C R L D D G"
"2013020007",83,1,"EV","17:522:08","SHOT","T.B ONGOAL - #44 THOMPSON, Tip-In, Off. Zone, 12 ft.","44 19 76 62 77 39","C R L D D G","11 20 22 47 54 40","C R L D D G"
"2013020007",84,1,"EV","18:021:58","MISS","T.B #44 THOMPSON, Tip-In, Wide of Net, Off. Zone, 16 ft.","44 19 76 62 77 39","C R L D D G","11 20 22 47 54 40","C R L D D G"
"2013020007",85,1,"EV","18:041:56","PENL","BOS #54 MCQUAID Cross checking(2 min), Def. Zone Drawn By: T.B #19 CROMBEEN","44 19 76 62 77 39","C R L D D G","11 20 22 47 54 40","C R L D D G"
"2013020007",86,1,"EV","18:041:56","PENL","BOS #22 THORNTON Fighting (maj)(5 min), Def. Zone Drawn By: T.B #76 LABRIE","44 19 76 62 77 39","C R L D D G","11 20 22 47 40","C R L D D G"
"2013020007",87,1,"EV","18:041:56","PENL","T.B #76 LABRIE Fighting (maj)(5 min), Off. Zone Drawn By: BOS #22 THORNTON","44 19 76 62 77 39","C R L D D G","11 20 47 40","C R L D D G"
"2013020007",88,1,"SH","18:041:56","FAC","BOS won Def. Zone - T.B #91 STAMKOS vs BOS #23 KELLY","91 16 26 12 25 39","C R R L D G","11 23 33 55 40","C R R L D G"
"2013020007",89,1," ","18:111:49","STOP","PUCK IN CROWD","91 16 26 12 25 39","C R R L D G","11 23 33 55 40","C R R L D G"
"2013020007",90,1,"SH","18:111:49","PENL","BOS #11 CAMPBELL Delaying Game-Puck over glass(2 min), Def. Zone","91 16 26 12 25 39","C R R L D G","11 23 33 55 40","C R R L D G"
"2013020007",91,1,"PP","18:111:49","FAC","T.B won Off. Zone - T.B #51 FILPPULA vs BOS #37 BERGERON","51 91 16 26 12 39","C C R R L G","37 33 55 40","C C R R L G"
"2013020007",92,1,"PP","18:431:17","SHOT","T.B ONGOAL - #16 PURCELL, Wrist, Off. Zone, 42 ft.","51 91 16 26 12 39","C C R R L G","37 33 55 40","C C R R L G"
"2013020007",93,1," ","18:431:17","STOP","GOALIE STOPPED","51 91 16 26 12 39","C C R R L G","37 33 55 40","C C R R L G"
"2013020007",94,1,"SH","18:431:17","FAC","BOS won Def. Zone - T.B #91 STAMKOS vs BOS #23 KELLY","51 91 16 26 12 39","C C R R L G","23 33 55 40","C C R R L G"
"2013020007",95,1,"SH","19:030:57","BLOCK","T.B #91 STAMKOS BLOCKED BY  BOS #33 CHARA, Deflected, Def. Zone","9 91 16 26 12 39","C C R R L G","37 33 44 40","C C R R L G"
"2013020007",96,1," ","19:030:57","STOP","PUCK IN NETTING","9 91 16 26 12 39","C C R R L G","37 33 44 40","C C R R L G"
"2013020007",97,1,"PP","19:030:57","FAC","T.B won Off. Zone - T.B #9 JOHNSON vs BOS #37 BERGERON","9 91 16 26 12 39","C C R R L G","37 33 44 40","C C R R L G"
"2013020007",98,1,"PP","19:400:20","SHOT","T.B ONGOAL - #26 ST LOUIS, Slap, Off. Zone, 46 ft.","9 91 16 26 12 39","C C R R L G","23 44 55 40","C C R R L G"
"2013020007",99,1," ","19:430:17","STOP","GOALIE STOPPED","9 91 16 26 12 39","C C R R L G","23 44 55 40","C C R R L G"
"2013020007",100,1,"SH","19:430:17","FAC","BOS won Def. Zone - T.B #51 FILPPULA vs BOS #37 BERGERON","9 51 91 16 26 39","C C C R R G","37 44 55 40","C C C R R G"
"2013020007",101,1,"SH","19:520:08","BLOCK","T.B #26 ST LOUIS BLOCKED BY  BOS #55 BOYCHUK, Wrist, Def. Zone","9 51 91 16 26 39","C C C R R G","37 44 55 40","C C C R R G"
"2013020007",102,1,"PP","19:570:03","SHOT","T.B ONGOAL - #91 STAMKOS, Slap, Off. Zone, 42 ft.","9 51 91 16 26 39","C C C R R G","37 44 55 40","C C C R R G"
"2013020007",103,1," ","19:570:03","STOP","GOALIE STOPPED","9 51 91 16 26 39","C C C R R G","37 44 55 40","C C C R R G"
"2013020007",104,1,"PP","19:570:03","FAC","T.B won Off. Zone - T.B #51 FILPPULA vs BOS #23 KELLY","9 51 91 16 26 39","C C C R R G","23 44 55 40","C C C R R G"
"2013020007",105,1,"PP","19:590:01","SHOT","T.B ONGOAL - #16 PURCELL, Wrist, Off. Zone, 44 ft.","9 51 91 16 26 39","C C C R R G","23 44 55 40","C C C R R G"
"2013020007",106,1," ","20:000:00","PEND","Period End- Local time: 7:52 EDT","9 51 91 16 26 39","C C C R R G","23 44 55 40","C C C R R G"
"2013020007",107,2," ","0:0020:00","PSTR","Period Start- Local time: 8:11 EDT","91 26 12 7 25 39","C R L D D G","37 63 33 40","C R L D D G"
"2013020007",108,2,"SH","0:0020:00","FAC","BOS won Neu. Zone - T.B #91 STAMKOS vs BOS #37 BERGERON","91 26 12 7 25 39","C R L D D G","37 63 33 40","C R L D D G"
"2013020007",109,2,"EV","0:2919:31","BLOCK","T.B #26 ST LOUIS BLOCKED BY  BOS #37 BERGERON, Wrist, Def. Zone","91 26 12 7 25 39","C R L D D G","37 63 21 33 54 40","C R L D D G"
"2013020007",110,2," ","0:3319:27","STOP","OFFSIDE","17 51 16 62 77 39","C C R D D G","37 63 21 33 54 40","C C R D D G"
"2013020007",111,2,"EV","0:3319:27","FAC","T.B won Neu. Zone - T.B #51 FILPPULA vs BOS #46 KREJCI","17 51 16 62 77 39","C C R D D G","46 12 17 27 44 40","C C R D D G"
"2013020007",112,2," ","0:4519:15","STOP","ICING","17 51 16 62 77 39","C C R D D G","46 12 17 27 44 40","C C R D D G"
"2013020007",113,2,"EV","0:4519:15","FAC","T.B won Def. Zone - T.B #51 FILPPULA vs BOS #46 KREJCI","17 51 16 62 77 39","C C R D D G","46 12 17 27 44 40","C C R D D G"
"2013020007",114,2,"EV","0:5119:09","HIT","BOS #17 LUCIC HIT T.B #62 SUSTR, Off. Zone","17 51 16 62 77 39","C C R D D G","46 12 17 27 44 40","C C R D D G"
"2013020007",115,2,"EV","1:1118:49","HIT","BOS #27 HAMILTON HIT T.B #16 PURCELL, Def. Zone","17 51 16 62 77 39","C C R D D G","46 12 17 27 44 40","C C R D D G"
"2013020007",116,2,"EV","1:2018:40","BLOCK","T.B #62 SUSTR BLOCKED BY  BOS #12 IGINLA, Wrist, Def. Zone","17 51 16 62 77 39","C C R D D G","46 12 17 27 44 40","C C R D D G"
"2013020007",117,2,"EV","1:4718:13","GIVE","T.B GIVEAWAY - #71 PANIK, Def. Zone","9 71 18 8 77 39","C R L D D G","23 18 38 47 55 40","C R L D D G"
"2013020007",118,2,"EV","2:0417:56","HIT","T.B #71 PANIK HIT BOS #18 SMITH, Neu. Zone","9 71 18 2 8 39","C R L D D G","23 18 38 47 55 40","C R L D D G"
"2013020007",119,2,"EV","2:0517:55","SHOT","BOS ONGOAL - #18 SMITH, Wrist, Off. Zone, 16 ft.","9 71 18 2 8 39","C R L D D G","23 18 38 47 55 40","C R L D D G"
"2013020007",120,2," ","2:0617:54","STOP","GOALIE STOPPED","9 71 18 2 8 39","C R L D D G","23 18 38 47 55 40","C R L D D G"
"2013020007",121,2,"EV","2:0617:54","FAC","BOS won Off. Zone - T.B #9 JOHNSON vs BOS #11 CAMPBELL","9 17 19 2 8 39","C C R D D G","11 18 20 47 54 40","C C R D D G"
"2013020007",122,2,"EV","2:2317:37","SHOT","BOS ONGOAL - #47 KRUG, Wrist, Off. Zone, 58 ft.","9 17 19 2 8 39","C C R D D G","11 18 20 47 54 40","C C R D D G"
"2013020007",123,2," ","2:2317:37","STOP","GOALIE STOPPED","9 17 19 2 8 39","C C R D D G","11 18 20 47 54 40","C C R D D G"
"2013020007",124,2,"EV","2:2317:37","FAC","BOS won Off. Zone - T.B #91 STAMKOS vs BOS #37 BERGERON","91 26 12 62 77 39","C R L D D G","37 63 21 33 55 40","C R L D D G"
"2013020007",125,2,"EV","2:2817:32","SHOT","BOS ONGOAL - #33 CHARA, Slap, Off. Zone, 61 ft.","91 26 12 62 77 39","C R L D D G","37 63 21 33 55 40","C R L D D G"
"2013020007",126,2,"EV","2:5217:08","BLOCK","BOS #55 BOYCHUK BLOCKED BY  T.B #62 SUSTR, Wrist, Def. Zone","91 26 12 62 77 39","C R L D D G","37 63 21 33 55 40","C R L D D G"
"2013020007",127,2,"EV","2:5917:01","TAKE","BOS TAKEAWAY - #33 CHARA, Def. Zone","91 26 12 62 77 39","C R L D D G","37 63 21 33 55 40","C R L D D G"
"2013020007",128,2,"EV","3:3916:21","HIT","BOS #12 IGINLA HIT T.B #25 CARLE, Off. Zone","17 51 16 25 62 39","C C R D D G","46 12 17 27 44 40","C C R D D G"
"2013020007",129,2,"EV","3:4516:15","MISS","BOS #12 IGINLA, Slap, Wide of Net, Off. Zone, 42 ft.","17 51 16 25 62 39","C C R D D G","46 12 17 27 44 40","C C R D D G"
"2013020007",130,2,"EV","3:5116:09","MISS","BOS #44 SEIDENBERG, Wrist, Wide of Net, Off. Zone, 60 ft.","17 51 16 25 62 39","C C R D D G","46 12 17 27 44 40","C C R D D G"
"2013020007",131,2," ","3:5116:09","STOP","GOALIE STOPPED","17 51 16 25 62 39","C C R D D G","46 12 17 27 44 40","C C R D D G"
"2013020007",132,2,"EV","3:5116:09","FAC","T.B won Def. Zone - T.B #9 JOHNSON vs BOS #23 KELLY","9 71 18 7 25 39","C R L D D G","23 18 38 47 54 40","C R L D D G"
"2013020007",133,2,"EV","4:0315:57","TAKE","BOS TAKEAWAY - #38 CARON, Neu. Zone","9 71 18 7 25 39","C R L D D G","23 18 38 47 54 40","C R L D D G"
"2013020007",134,2,"EV","4:1515:45","GIVE","T.B GIVEAWAY - #71 PANIK, Def. Zone","9 71 18 7 25 39","C R L D D G","23 18 38 47 54 40","C R L D D G"
"2013020007",135,2,"EV","4:1815:42","BLOCK","BOS #38 CARON BLOCKED BY  T.B #18 PALAT, Wrist, Def. Zone","9 71 18 7 25 39","C R L D D G","23 18 38 47 54 40","C R L D D G"
"2013020007",136,2,"EV","5:2314:37","BLOCK","BOS #27 HAMILTON BLOCKED BY  T.B #76 LABRIE, Slap, Def. Zone","9 71 76 2 7 39","C R L D D G","11 20 22 27 44 40","C R L D D G"
"2013020007",137,2,"EV","5:3214:28","HIT","T.B #2 BREWER HIT BOS #44 SEIDENBERG, Def. Zone","9 71 76 2 7 39","C R L D D G","11 20 22 27 44 40","C R L D D G"
"2013020007",138,2,"EV","5:4814:12","HIT","BOS #44 SEIDENBERG HIT T.B #44 THOMPSON, Def. Zone","44 19 76 8 77 39","C R L D D G","11 20 22 27 44 40","C R L D D G"
"2013020007",139,2," ","6:2313:37","STOP","OFFSIDE,TV TIMEOUT","91 26 12 25 62 39","C R L D D G","37 63 21 33 44 40","C R L D D G"
"2013020007",140,2,"EV","6:2313:37","FAC","BOS won Neu. Zone - T.B #91 STAMKOS vs BOS #37 BERGERON","91 26 12 7 25 39","C R L D D G","37 63 21 33 55 40","C R L D D G"
"2013020007",141,2,"EV","7:2312:37","HIT","BOS #17 LUCIC HIT T.B #62 SUSTR, Off. Zone","17 51 16 62 77 39","C C R D D G","46 12 17 47 54 40","C C R D D G"
"2013020007",142,2," ","7:2512:35","STOP","OFFSIDE","17 51 16 62 77 39","C C R D D G","46 12 17 47 54 40","C C R D D G"
"2013020007",143,2,"EV","7:2512:35","FAC","T.B won Neu. Zone - T.B #9 JOHNSON vs BOS #23 KELLY","9 71 18 62 77 39","C R L D D G","23 18 38 47 54 40","C R L D D G"
"2013020007",144,2,"EV","7:4312:17","BLOCK","T.B #62 SUSTR BLOCKED BY  BOS #38 CARON, Snap, Def. Zone","9 71 18 62 77 39","C R L D D G","23 18 38 47 54 40","C R L D D G"
"2013020007",145,2,"EV","7:4512:15","SHOT","T.B ONGOAL - #77 HEDMAN, Slap, Off. Zone, 47 ft.","9 71 18 62 77 39","C R L D D G","23 18 38 47 54 40","C R L D D G"
"2013020007",146,2,"EV","8:1211:48","TAKE","T.B TAKEAWAY - #18 PALAT, Def. Zone","9 71 18 62 77 39","C R L D D G","23 18 38 27 47 40","C R L D D G"
"2013020007",147,2,"EV","8:4111:19","HIT","T.B #19 CROMBEEN HIT BOS #44 SEIDENBERG, Def. Zone","44 19 76 2 8 39","C R L D D G","46 12 17 27 44 40","C R L D D G"
"2013020007",148,2," ","8:5011:10","STOP","GOALIE STOPPED","44 19 76 2 8 39","C R L D D G","46 12 17 27 44 40","C R L D D G"
"2013020007",149,2,"EV","8:5011:10","FAC","T.B won Def. Zone - T.B #91 STAMKOS vs BOS #46 KREJCI","91 26 12 7 25 39","C R L D D G","46 12 17 33 55 40","C R L D D G"
"2013020007",150,2,"EV","9:0510:55","HIT","T.B #7 GUDAS HIT BOS #12 IGINLA, Neu. Zone","91 26 12 7 25 39","C R L D D G","46 12 17 33 55 40","C R L D D G"
"2013020007",151,2,"EV","9:0610:54","PENL","BOS #12 IGINLA Fighting (maj)(5 min), Off. Zone Drawn By: T.B #7 GUDAS","91 26 12 7 25 39","C R L D D G","46 12 17 33 55 40","C R L D D G"
"2013020007",152,2,"EV","9:0610:54","PENL","T.B #7 GUDAS Fighting (maj)(5 min), Def. Zone Drawn By: BOS #12 IGINLA","91 26 12 7 25 39","C R L D D G","46 17 33 55 40","C R L D D G"
"2013020007",153,2,"EV","9:0610:54","FAC","BOS won Off. Zone - T.B #91 STAMKOS vs BOS #37 BERGERON","17 91 16 2 62 39","C C R D D G","37 63 21 27 44 40","C C R D D G"
"2013020007",154,2,"EV","9:1010:50","SHOT","BOS ONGOAL - #27 HAMILTON, Wrist, Off. Zone, 63 ft.","17 91 16 2 62 39","C C R D D G","37 63 21 27 44 40","C C R D D G"
"2013020007",155,2," ","9:1010:50","STOP","GOALIE STOPPED","17 91 16 2 62 39","C C R D D G","37 63 21 27 44 40","C C R D D G"
"2013020007",156,2,"EV","9:1010:50","FAC","BOS won Off. Zone - T.B #17 KILLORN vs BOS #37 BERGERON","17 91 16 2 62 39","C C R D D G","37 63 21 27 44 40","C C R D D G"
"2013020007",157,2,"EV","9:2310:37","BLOCK","BOS #27 HAMILTON BLOCKED BY  T.B #17 KILLORN, Slap, Def. Zone","17 91 16 2 62 39","C C R D D G","37 63 21 27 44 40","C C R D D G"
"2013020007",158,2," ","10:169:44","STOP","ICING","17 91 16 2 62 39","C C R D D G","23 18 38 47 54 40","C C R D D G"
"2013020007",159,2,"EV","10:169:44","FAC","BOS won Off. Zone - T.B #17 KILLORN vs BOS #11 CAMPBELL","17 91 16 2 62 39","C C R D D G","11 20 22 47 54 40","C C R D D G"
"2013020007",160,2,"EV","10:309:30","HIT","BOS #11 CAMPBELL HIT T.B #17 KILLORN, Off. Zone","17 91 16 2 62 39","C C R D D G","11 20 22 47 54 40","C C R D D G"
"2013020007",161,2,"EV","10:329:28","GOAL","T.B #51 FILPPULA(1), Snap, Off. Zone, 17 ft.Assists: #2 BREWER(1); #17 KILLORN(1)","17 51 16 2 8 39","C C R D D G","11 20 22 47 54 40","C C R D D G"
"2013020007",162,2,"EV","10:329:28","FAC","BOS won Neu. Zone - T.B #9 JOHNSON vs BOS #46 KREJCI","9 71 18 8 77 39","C R L D D G","46 18 17 27 44 40","C R L D D G"
"2013020007",163,2," ","10:519:09","STOP","OFFSIDE,TV TIMEOUT","9 71 18 8 77 39","C R L D D G","46 18 17 27 44 40","C R L D D G"
"2013020007",164,2,"EV","10:519:09","FAC","T.B won Neu. Zone - T.B #44 THOMPSON vs BOS #46 KREJCI","44 19 76 8 77 39","C R L D D G","46 18 17 27 44 40","C R L D D G"
"2013020007",165,2,"EV","11:028:58","HIT","T.B #76 LABRIE HIT BOS #27 HAMILTON, Off. Zone","44 19 76 8 77 39","C R L D D G","46 18 17 27 44 40","C R L D D G"
"2013020007",166,2," ","11:308:30","STOP","ICING","91 26 12 8 25 39","C R L D D G","37 63 18 33 55 40","C R L D D G"
"2013020007",167,2,"EV","11:308:30","FAC","BOS won Off. Zone - T.B #91 STAMKOS vs BOS #37 BERGERON","91 26 12 8 25 39","C R L D D G","37 63 21 33 55 40","C R L D D G"
"2013020007",168,2,"EV","11:468:14","MISS","BOS #33 CHARA, Snap, Wide of Net, Off. Zone, 55 ft.","91 26 12 8 25 39","C R L D D G","37 63 21 33 55 40","C R L D D G"
"2013020007",169,2,"EV","12:097:51","GIVE","BOS GIVEAWAY - #63 MARCHAND, Def. Zone","17 91 26 25 62 39","C C R D D G","37 63 21 33 55 40","C C R D D G"
"2013020007",170,2,"EV","12:377:23","BLOCK","T.B #16 PURCELL BLOCKED BY  BOS #54 MCQUAID, Snap, Def. Zone","17 51 16 2 77 39","C C R D D G","23 18 38 47 54 40","C C R D D G"
"2013020007",171,2," ","12:377:23","STOP","PUCK IN NETTING","17 51 16 2 77 39","C C R D D G","23 18 38 47 54 40","C C R D D G"
"2013020007",172,2,"EV","12:377:23","FAC","T.B won Off. Zone - T.B #51 FILPPULA vs BOS #23 KELLY","17 51 16 2 77 39","C C R D D G","23 18 38 47 54 40","C C R D D G"
"2013020007",173,2,"EV","12:447:16","SHOT","T.B ONGOAL - #16 PURCELL, Tip-In, Off. Zone, 9 ft.","17 51 16 2 77 39","C C R D D G","23 18 38 47 54 40","C C R D D G"
"2013020007",174,2,"EV","13:036:57","HIT","T.B #17 KILLORN HIT BOS #54 MCQUAID, Off. Zone","17 51 16 2 77 39","C C R D D G","23 18 38 47 54 40","C C R D D G"
"2013020007",175,2,"EV","13:366:24","BLOCK","T.B #8 BARBERIO BLOCKED BY  BOS #54 MCQUAID, Snap, Def. Zone","9 71 18 8 25 39","C R L D D G","11 20 22 47 54 40","C R L D D G"
"2013020007",176,2,"EV","14:025:58","SHOT","T.B ONGOAL - #9 JOHNSON, Wrist, Off. Zone, 34 ft.","9 71 18 25 62 39","C R L D D G","11 20 22 27 44 40","C R L D D G"
"2013020007",177,2," ","14:025:58","STOP","GOALIE STOPPED,TV TIMEOUT","9 71 18 25 62 39","C R L D D G","11 20 22 27 44 40","C R L D D G"
"2013020007",178,2,"EV","14:025:58","FAC","T.B won Off. Zone - T.B #91 STAMKOS vs BOS #37 BERGERON","91 26 12 2 62 39","C R L D D G","37 63 21 33 55 40","C R L D D G"
"2013020007",179,2,"EV","14:305:30","GIVE","T.B GIVEAWAY - #91 STAMKOS, Off. Zone","91 26 12 2 62 39","C R L D D G","37 63 21 33 55 40","C R L D D G"
"2013020007",180,2,"EV","15:034:57","BLOCK","T.B #19 CROMBEEN BLOCKED BY  BOS #44 SEIDENBERG, Wrist, Def. Zone","44 19 76 8 77 39","C R L D D G","46 18 17 27 44 40","C R L D D G"
"2013020007",181,2," ","15:124:48","STOP","PUCK IN BENCHES","44 19 76 8 77 39","C R L D D G","46 18 17 27 44 40","C R L D D G"
"2013020007",182,2,"EV","15:124:48","FAC","T.B won Def. Zone - T.B #51 FILPPULA vs BOS #46 KREJCI","17 51 16 7 25 39","C C R D D G","46 12 17 27 44 40","C C R D D G"
"2013020007",183,2,"EV","16:103:50","SHOT","T.B ONGOAL - #25 CARLE, Wrist, Off. Zone, 25 ft.","51 71 18 7 25 39","C R L D D G","46 12 17 27 44 40","C R L D D G"
"2013020007",184,2," ","16:103:50","STOP","GOALIE STOPPED","51 71 18 7 25 39","C R L D D G","46 12 17 27 44 40","C R L D D G"
"2013020007",185,2,"EV","16:103:50","FAC","BOS won Def. Zone - T.B #9 JOHNSON vs BOS #23 KELLY","9 71 18 2 8 39","C R L D D G","23 18 38 47 54 40","C R L D D G"
"2013020007",186,2," ","16:223:38","STOP","ICING","9 71 18 2 8 39","C R L D D G","23 18 38 47 54 40","C R L D D G"
"2013020007",187,2,"EV","16:223:38","FAC","BOS won Def. Zone - T.B #9 JOHNSON vs BOS #23 KELLY","9 71 18 62 77 39","C R L D D G","23 18 38 47 54 40","C R L D D G"
"2013020007",188,2,"EV","16:443:16","SHOT","T.B ONGOAL - #18 PALAT, Wrist, Off. Zone, 39 ft.","9 71 18 62 77 39","C R L D D G","23 18 38 47 54 40","C R L D D G"
"2013020007",189,2," ","16:573:03","STOP","PUCK IN BENCHES","9 71 12 62 77 39","C R L D D G","23 38 22 47 54 40","C R L D D G"
"2013020007",190,2,"EV","16:573:03","FAC","BOS won Neu. Zone - T.B #91 STAMKOS vs BOS #37 BERGERON","91 26 12 2 8 39","C R L D D G","37 63 21 33 55 40","C R L D D G"
"2013020007",191,2,"EV","17:082:52","BLOCK","BOS #21 ERIKSSON BLOCKED BY  T.B #12 MALONE, Snap, Def. Zone","91 26 12 2 8 39","C R L D D G","37 63 21 33 55 40","C R L D D G"
"2013020007",192,2,"EV","17:232:37","SHOT","BOS ONGOAL - #55 BOYCHUK, Slap, Off. Zone, 64 ft.","91 26 12 2 8 39","C R L D D G","37 63 21 33 55 40","C R L D D G"
